Question,Answer Disease,Answer Index,Number of Symptoms,llama38b_Answer,extracted,check
"A patient is presenting with the following symptoms: Depression, Anxiety and nervousness, Depressive or psychotic symptoms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Raynaud disease 2) Pain disorder affecting the neck 3) Septic arthritis 4) Eating disorder",Eating disorder,4,3,"4) Eating disorder
Explanation: The symptoms of depression, anxiety, and nervousness are common in eating disorders such as",4,same
"A patient is presenting with the following symptoms: Loss of sensation, Dizziness, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Transient ischemic attack 2) Tonsillar hypertrophy 3) Eye alignment disorder 4) Pterygium",Transient ischemic attack,1,3,"1) Transient ischemic attack
Explanation: The symptoms of loss of sensation, dizziness, and headache are consistent",1,same
"A patient is presenting with the following symptoms: Loss of sensation, Dizziness, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eye alignment disorder 2) Transient ischemic attack 3) Pterygium 4) Tonsillar hypertrophy",Transient ischemic attack,2,3,"2) Transient ischemic attack
Explanation: The symptoms of loss of sensation, dizziness, and headache are consistent",2,same
"A patient is presenting with the following symptoms: Loss of sensation, Dizziness, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eye alignment disorder 2) Pterygium 3) Transient ischemic attack 4) Tonsillar hypertrophy",Transient ischemic attack,3,3,"3) Transient ischemic attack
Explanation: The symptoms of loss of sensation, dizziness, and headache are consistent",3,same
"A patient is presenting with the following symptoms: Loss of sensation, Dizziness, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eye alignment disorder 2) Pterygium 3) Tonsillar hypertrophy 4) Transient ischemic attack",Transient ischemic attack,4,3,"4) Transient ischemic attack
Explanation: The symptoms of loss of sensation, dizziness, and headache are consistent",4,same
"A patient is presenting with the following symptoms: Side pain, Fever, Sharp abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pyelonephritis 2) Scleritis 3) Vocal cord polyp 4) Pelvic organ prolapse",Pyelonephritis,1,3,"1) Pyelonephritis
Explanation: The patient is presenting with side pain, fever, and sharp abdominal pain",1,same
"A patient is presenting with the following symptoms: Side pain, Fever, Sharp abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vocal cord polyp 2) Pyelonephritis 3) Scleritis 4) Pelvic organ prolapse",Pyelonephritis,2,3,"2) Pyelonephritis
Explanation: The patient is presenting with side pain, fever, and sharp abdominal pain",2,same
"A patient is presenting with the following symptoms: Side pain, Fever, Sharp abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pelvic organ prolapse 2) Vocal cord polyp 3) Pyelonephritis 4) Scleritis",Pyelonephritis,3,3,"3) Pyelonephritis
Explanation: The patient's symptoms of side pain, fever, and sharp abdominal pain",3,same
"A patient is presenting with the following symptoms: Side pain, Fever, Sharp abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pelvic organ prolapse 2) Vocal cord polyp 3) Scleritis 4) Pyelonephritis",Pyelonephritis,4,3,"4) Pyelonephritis
Explanation: The patient's symptoms of side pain, fever, and sharp abdominal pain",4,same
"A patient is presenting with the following symptoms: Shoulder pain, Arm pain, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Rotator cuff injury 2) Persistent vomiting of unknown cause 3) Myelodysplastic syndrome 4) Pelvic fistula",Rotator cuff injury,1,3,"1) Rotator cuff injury
Explanation: The patient is presenting with symptoms of shoulder pain, arm pain, and shoulder",1,same
"A patient is presenting with the following symptoms: Shoulder pain, Arm pain, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Myelodysplastic syndrome 2) Rotator cuff injury 3) Persistent vomiting of unknown cause 4) Pelvic fistula",Rotator cuff injury,2,3,"2) Rotator cuff injury
Explanation: The symptoms of shoulder pain, arm pain, and shoulder stiffness or tightness",2,same
"A patient is presenting with the following symptoms: Shoulder pain, Arm pain, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Myelodysplastic syndrome 2) Pelvic fistula 3) Rotator cuff injury 4) Persistent vomiting of unknown cause",Rotator cuff injury,3,3,"3) Rotator cuff injury
Explanation: The patient is presenting with symptoms of shoulder pain, arm pain, and shoulder",3,same
"A patient is presenting with the following symptoms: Shoulder pain, Arm pain, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Persistent vomiting of unknown cause 2) Pelvic fistula 3) Myelodysplastic syndrome 4) Rotator cuff injury",Rotator cuff injury,4,3,"4) Rotator cuff injury
Explanation: The symptoms of shoulder pain, arm pain, and shoulder stiffness or tightness",4,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Chronic pain disorder 2) Appendicitis 3) Extrapyramidal effect of drugs 4) Eating disorder",Chronic pain disorder,1,3,"1) Chronic pain disorder
Explanation: The patient is presenting with back pain, low back pain, and ache all over",1,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eating disorder 2) Chronic pain disorder 3) Extrapyramidal effect of drugs 4) Appendicitis",Chronic pain disorder,2,3,"2) Chronic pain disorder
Explanation: The patient is presenting with back pain, low back pain, and ache all over",2,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eating disorder 2) Extrapyramidal effect of drugs 3) Chronic pain disorder 4) Appendicitis",Chronic pain disorder,3,3,"3) Chronic pain disorder
Explanation: The patient is presenting with back pain, low back pain, and ache all over",3,same
"A patient is presenting with the following symptoms: Back pain, Low back pain, Ache all over. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Eating disorder 2) Appendicitis 3) Extrapyramidal effect of drugs 4) Chronic pain disorder",Chronic pain disorder,4,3,"4) Chronic pain disorder
Explanation: The patient is presenting with back pain, low back pain, and ache all over",4,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Pain during pregnancy, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Problem during pregnancy 2) Endometrial cancer 3) Nasal polyp 4) Tinnitus of unknown cause",Problem during pregnancy,1,3,"1) Problem during pregnancy
Explanation: The patient is presenting with symptoms of abdominal pain during pregnancy, which is a common",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Pain during pregnancy, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nasal polyp 2) Problem during pregnancy 3) Tinnitus of unknown cause 4) Endometrial cancer",Problem during pregnancy,2,3,"2) Problem during pregnancy
Explanation: The patient is presenting with symptoms of abdominal pain during pregnancy, which is a common",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Pain during pregnancy, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nasal polyp 2) Endometrial cancer 3) Problem during pregnancy 4) Tinnitus of unknown cause",Problem during pregnancy,3,3,"2) Endometrial cancer
Explanation: The symptoms of sharp abdominal pain, pain during pregnancy, and problems during pregnancy",2,different
"A patient is presenting with the following symptoms: Sharp abdominal pain, Pain during pregnancy, Problems during pregnancy. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nasal polyp 2) Tinnitus of unknown cause 3) Endometrial cancer 4) Problem during pregnancy",Problem during pregnancy,4,3,"4) Problem during pregnancy
Explanation: The patient is presenting with symptoms of abdominal pain, pain during pregnancy, and problems",4,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Stomach bloating. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Liver cancer 2) Primary thrombocythemia 3) Vitreous degeneration 4) Acanthosis nigricans",Liver cancer,1,3,"1) Liver cancer
Explanation: The symptoms of sharp abdominal pain and upper abdominal pain are consistent with liver cancer, which",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Stomach bloating. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acanthosis nigricans 2) Liver cancer 3) Primary thrombocythemia 4) Vitreous degeneration",Liver cancer,2,3,"2) Liver cancer
Explanation: The symptoms of sharp abdominal pain and upper abdominal pain are consistent with liver cancer, which",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Stomach bloating. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vitreous degeneration 2) Primary thrombocythemia 3) Liver cancer 4) Acanthosis nigricans",Liver cancer,3,3,"3) Liver cancer
Explanation: The symptoms of sharp abdominal pain, upper abdominal pain, and stomach bloating are consistent",3,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Stomach bloating. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Primary thrombocythemia 2) Acanthosis nigricans 3) Vitreous degeneration 4) Liver cancer",Liver cancer,4,3,"4) Liver cancer
Explanation: The symptoms of sharp abdominal pain, upper abdominal pain, and stomach bloating are consistent",4,same
"A patient is presenting with the following symptoms: Cough, Shortness of breath, Sharp chest pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Atelectasis 2) Hydrocele of the testicle 3) Poisoning due to analgesics 4) Dislocation of the finger",Atelectasis,1,3,"Atelectasis
Explanation: The symptoms of cough, shortness of breath, and sharp chest pain are consistent with a",,different
