Question,Answer Disease,Answer Index,Number of Symptoms
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Wrist pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Conversion disorder 2) Injury to the hand 3) Perirectal infection 4) Endocarditis",Injury to the hand,2,3
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Wrist pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Perirectal infection 2) Conversion disorder 3) Injury to the hand 4) Endocarditis",Injury to the hand,3,3
"A patient is presenting with the following symptoms: Hand or finger pain, Hand or finger swelling, Wrist pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Perirectal infection 2) Endocarditis 3) Conversion disorder 4) Injury to the hand",Injury to the hand,4,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Choledocholithiasis 2) Aphthous ulcer 3) Scleroderma 4) Female genitalia infection",Choledocholithiasis,1,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Scleroderma 2) Choledocholithiasis 3) Aphthous ulcer 4) Female genitalia infection",Choledocholithiasis,2,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Female genitalia infection 2) Aphthous ulcer 3) Choledocholithiasis 4) Scleroderma",Choledocholithiasis,3,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Vomiting. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Female genitalia infection 2) Aphthous ulcer 3) Scleroderma 4) Choledocholithiasis",Choledocholithiasis,4,3
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the hip 2) Extrapyramidal effect of drugs 3) Fracture of the jaw 4) Seborrheic dermatitis",Injury to the hip,1,3
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Extrapyramidal effect of drugs 2) Injury to the hip 3) Fracture of the jaw 4) Seborrheic dermatitis",Injury to the hip,2,3
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the jaw 2) Seborrheic dermatitis 3) Injury to the hip 4) Extrapyramidal effect of drugs",Injury to the hip,3,3
"A patient is presenting with the following symptoms: Hip pain, Leg pain, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the jaw 2) Extrapyramidal effect of drugs 3) Seborrheic dermatitis 4) Injury to the hip",Injury to the hip,4,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Shortness of breath, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cirrhosis 2) Mumps 3) Vitamin B deficiency 4) Poisoning due to analgesics",Cirrhosis,1,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Shortness of breath, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vitamin B deficiency 2) Cirrhosis 3) Mumps 4) Poisoning due to analgesics",Cirrhosis,2,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Shortness of breath, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Poisoning due to analgesics 2) Mumps 3) Cirrhosis 4) Vitamin B deficiency",Cirrhosis,3,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Shortness of breath, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mumps 2) Poisoning due to analgesics 3) Vitamin B deficiency 4) Cirrhosis",Cirrhosis,4,3
"A patient is presenting with the following symptoms: Sharp chest pain, Dizziness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic aortic aneurysm 2) Tonsillitis 3) Dengue fever 4) Ependymoma",Thoracic aortic aneurysm,1,3
"A patient is presenting with the following symptoms: Sharp chest pain, Dizziness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tonsillitis 2) Thoracic aortic aneurysm 3) Ependymoma 4) Dengue fever",Thoracic aortic aneurysm,2,3
"A patient is presenting with the following symptoms: Sharp chest pain, Dizziness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tonsillitis 2) Dengue fever 3) Thoracic aortic aneurysm 4) Ependymoma",Thoracic aortic aneurysm,3,3
"A patient is presenting with the following symptoms: Sharp chest pain, Dizziness, Back pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tonsillitis 2) Dengue fever 3) Ependymoma 4) Thoracic aortic aneurysm",Thoracic aortic aneurysm,4,3
"A patient is presenting with the following symptoms: Headache, Dizziness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Subdural hemorrhage 2) Cataract 3) Missed abortion 4) Subacute thyroiditis",Subdural hemorrhage,1,3
"A patient is presenting with the following symptoms: Headache, Dizziness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Missed abortion 2) Subdural hemorrhage 3) Subacute thyroiditis 4) Cataract",Subdural hemorrhage,2,3
"A patient is presenting with the following symptoms: Headache, Dizziness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Missed abortion 2) Cataract 3) Subdural hemorrhage 4) Subacute thyroiditis",Subdural hemorrhage,3,3
"A patient is presenting with the following symptoms: Headache, Dizziness, Problems with movement. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cataract 2) Subacute thyroiditis 3) Missed abortion 4) Subdural hemorrhage",Subdural hemorrhage,4,3
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Congenital rubella 2) Molluscum contagiosum 3) Benign paroxysmal positional vertical (BPPV) 4) Orthostatic hypotension",Congenital rubella,1,3
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Molluscum contagiosum 2) Congenital rubella 3) Orthostatic hypotension 4) Benign paroxysmal positional vertical (BPPV)",Congenital rubella,2,3
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Molluscum contagiosum 2) Benign paroxysmal positional vertical (BPPV) 3) Congenital rubella 4) Orthostatic hypotension",Congenital rubella,3,3
"A patient is presenting with the following symptoms: Pain in eye, Shoulder cramps or spasms, Facial pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Orthostatic hypotension 2) Benign paroxysmal positional vertical (BPPV) 3) Molluscum contagiosum 4) Congenital rubella",Congenital rubella,4,3
"A patient is presenting with the following symptoms: Diminished vision, Spots or clouds in vision, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Diabetic retinopathy 2) Hypovolemia 3) Mononeuritis 4) Colorectal cancer",Diabetic retinopathy,1,3
"A patient is presenting with the following symptoms: Diminished vision, Spots or clouds in vision, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hypovolemia 2) Diabetic retinopathy 3) Mononeuritis 4) Colorectal cancer",Diabetic retinopathy,2,3
"A patient is presenting with the following symptoms: Diminished vision, Spots or clouds in vision, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mononeuritis 2) Hypovolemia 3) Diabetic retinopathy 4) Colorectal cancer",Diabetic retinopathy,3,3
"A patient is presenting with the following symptoms: Diminished vision, Spots or clouds in vision, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mononeuritis 2) Colorectal cancer 3) Hypovolemia 4) Diabetic retinopathy",Diabetic retinopathy,4,3
"A patient is presenting with the following symptoms: Back pain, Ache all over, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fibromyalgia 2) Osteochondrosis 3) Brain cancer 4) Cerebral palsy",Fibromyalgia,1,3
"A patient is presenting with the following symptoms: Back pain, Ache all over, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Brain cancer 2) Fibromyalgia 3) Cerebral palsy 4) Osteochondrosis",Fibromyalgia,2,3
"A patient is presenting with the following symptoms: Back pain, Ache all over, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Cerebral palsy 2) Brain cancer 3) Fibromyalgia 4) Osteochondrosis",Fibromyalgia,3,3
"A patient is presenting with the following symptoms: Back pain, Ache all over, Neck pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Brain cancer 2) Cerebral palsy 3) Osteochondrosis 4) Fibromyalgia",Fibromyalgia,4,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ischemia of the bowel 2) Fungal infection of the skin 3) Essential tremor 4) Diabetic kidney disease",Ischemia of the bowel,1,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Essential tremor 2) Ischemia of the bowel 3) Fungal infection of the skin 4) Diabetic kidney disease",Ischemia of the bowel,2,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fungal infection of the skin 2) Diabetic kidney disease 3) Ischemia of the bowel 4) Essential tremor",Ischemia of the bowel,3,3
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Diarrhea. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Essential tremor 2) Diabetic kidney disease 3) Fungal infection of the skin 4) Ischemia of the bowel",Ischemia of the bowel,4,3
